NumerRSPO;Typ;Nazwa;Ulica;numerBudynku;numerLokalu;kodPocztowy;miejscowosc;kodterytorialnyUlica;kodterytorialnyMiejscowosc;kodterytorialnyGmina;Telefon;Faks;E-mail;stronaWww;wojewodztwo;powiat;gmina;REGON;NIP;publicznoscStatus;Kategoriauczniów;Specyfikaplacówki;Dyrektor;organProwadzący;TypOrganuProwadzącego;WojewództwoOrganuProwadzącego;PowiatOrganuProwadzącego;GminaOrganuProwadzącego;DataZałożenia;DataLikwidacji
17964;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA W ZESPOLE SZKÓŁ MUZYCZNYCH IM. IGNACEGO JANA PADEREWSKIEGO;ul. Norberta Lippóczy'ego;4;;33-100;Tarnów;30793;0981570;1263011;146210408;;sekretzsmuz@umt.tarnow.pl;http://www.zsmuz.tarnow.pl/;MAŁOPOLSKIE;Tarnów;Tarnów - gmina miejska;852622800;;publiczna;Bez kategorii;brak specyfiki;;TARNÓW - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;MAŁOPOLSKIE;Tarnów;Tarnów;1989-09-01;
29427;OSM2;POZNAŃSKA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA IM.MIECZYSŁAWA KARŁOWICZA;ul. Solna;12;;61-736;Poznań-Stare Miasto;20541;0970224;3064059;618522856;618522993;sekretariat@posm2st.poznan.pl;www.posm2st.poznan.pl;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto - delegatura;000688002;7781055228;publiczna;Bez kategorii;brak specyfiki;MONIKA KUSZ;MIASTO POZNAŃ;Miasto na prawach powiatu;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;1950-09-01;
75595;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. FRYDERYKA CHOPINA W KRAKOWIE;ul. Basztowa;6;;31-134;Kraków-Śródmieście;00861;0951327;1261059;124222023;124216292;sekretariat@szkolamuzyczna.os.pl;szkolamuzyczna.os.pl;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście - delegatura;000276771;;publiczna;Bez kategorii;brak specyfiki;Elżbieta Marczyk;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-09-01;
85576;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYDGOSZCZY;ul. Andrzeja Szwalbego;1;;85-080;Bydgoszcz;37527;0928363;0461011;523229718;523219794;dyrektor@szkolamuzyczna.bydgoszcz.pl;http://www.szkolamuzyczna.bydgoszcz.pl/;KUJAWSKO-POMORSKIE;Bydgoszcz;Bydgoszcz - gmina miejska;341352344;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1952-09-01;
91988;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W CZĘSTOCHOWIE;ul. Jasnogórska;17;;42-200;Częstochowa;07343;0930868;2464011;343245649;;;;ŚLĄSKIE;Częstochowa;Częstochowa - gmina miejska;152119743;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1980-08-01;
103665;OSM2;OGÓLNOKSZTAŁCACA SZKOŁA MUZYCZNA II ST. W PRZEMYŚLU;ul. Juliusza Słowackiego;91;;37-700;Przemyśl;20291;0971672;1862011;166783766;;sekretariat@muzyk.edu.pl;www.muzyk.edu.pl;PODKARPACKIE;Przemyśl;Przemyśl - gmina miejska;180037070;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1984-09-01;
111953;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA;ul. Fryderyka Szopena;32;;35-055;Rzeszów;22023;0974133;1863011;177482200;;sekretariat@zsm1.resman.pl;;PODKARPACKIE;Rzeszów;Rzeszów - gmina miejska;691689006;;publiczna;Bez kategorii;brak specyfiki;;GMINA MIASTO RZESZÓW;Miasto na prawach powiatu;PODKARPACKIE;Rzeszów;Rzeszów;1978-07-14;
106180;OSM2;SALEZJAŃSKA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. KS. ANTONIEGO CHLONDOWSKIEGO W LUTOMIERSKU;ul. Kopernika;3;;95-083;Lutomiersk;09276;0705893;1008062;436775033;;;;ŁÓDZKIE;pabianicki;Lutomiersk - gmina wiejska;101567585;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;TOWARZYSTWO SALEZJAŃSKIE - INSPEKTORIA (PROWINCJA) ŚW.STANISŁAWA KOSTKI;Organizacje Wyznaniowe;MAZOWIECKIE;Warszawa;Praga-Północ;1996-03-25;
104441;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W WARSZAWIE;ul. Miodowa;22;;00-246;Śródmieście;12991;0919810;1465108;228311623;;;;MAZOWIECKIE;Warszawa;Śródmieście - dzielnica;016072850;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1999-06-28;
77987;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA;ul. Szosa Chełmińska;224/226;;87-100;Toruń;48367;0982724;0463011;566122410;;sekretariat@zsm.torun.pl;zsm.torun.pl;KUJAWSKO-POMORSKIE;Toruń;Toruń - gmina miejska;871679069;;publiczna;Bez kategorii;brak specyfiki;;TORUŃ-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;KUJAWSKO-POMORSKIE;Toruń;Toruń;2000-09-01;
86862;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA W RADOMIU;ul. 25 Czerwca;70;;26-600;Radom;03407;0972750;1463011;483626665;483627683;sekretariat@muzycznaradom.pl;www.muzycznaradom.pl;MAZOWIECKIE;Radom;Radom - gmina miejska;140102410;9482111440;publiczna;Bez kategorii;brak specyfiki;;GMINA MIASTA RADOMIA;Miasto na prawach powiatu;MAZOWIECKIE;Radom;Radom;1999-03-08;
115192;OSM2;KATOLICKA NIEPUBLICZNA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. BŁ. PIOTRA FRASSATI W NOWYM SĄCZU;pl. Kolegiacki;2;;33-300;Nowy Sącz;08817;0959435;1262011;184490690;;frassati.zsk@gmail.com;www.frassati.edu.pl;MAŁOPOLSKIE;Nowy Sącz;Nowy Sącz - gmina miejska;122883663;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;KATOLICKIE STOWARZYSZENIE OŚWIATOWE W NOWYM SĄCZU;Stowarzyszenia;MAŁOPOLSKIE;Nowy Sącz;Nowy Sącz;2009-11-18;
13422;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA;ul. Chojnowska;2;;59-220;Legnica;02828;0954047;0262011;768622636;768565466;zsmuz@wp.pl;www.zsmuz.cal.pl;DOLNOŚLĄSKIE;Legnica;Legnica - gmina miejska;391023140;6911073320;publiczna;Bez kategorii;brak specyfiki;;GMINA LEGNICA;Miasto na prawach powiatu;DOLNOŚLĄSKIE;Legnica;Legnica;1996-04-29;
26449;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W SZCZECINIE;ul. Staromłyńska;13;;70-561;Szczecin;20958;0977976;3262011;914881356;914880324;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;320033635;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1981-09-01;
68118;OSM2;PRYWATNA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. LEONARDA PIWONI W SZCZECINIE;ul. Sebastiana Klonowica;3;;71-241;Szczecin;08575;0977976;3262011;914878000;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;321294183;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Dariusz Dyczewski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2007-09-17;
83427;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II STOPNIA W KIELCACH;ul. Wojewódzka;12;;25-538;Kielce;24601;0945930;2661011;413426017;;;;ŚWIĘTOKRZYSKIE;Kielce;Kielce - gmina miejska;260517865;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;2011-09-01;
90365;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. ZENONA BRZEWSKIEGO W WARSZAWIE;ul. Miodowa;22;c-d;00-246;Śródmieście;12991;0919810;1465108;228311623;;;;MAZOWIECKIE;Warszawa;Śródmieście - dzielnica;010250315;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1993-02-08;
91985;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYTOMIU;ul. Stanisława Moniuszki;17;;41-902;Bytom;13246;0938670;2462011;322812211;;;;ŚLĄSKIE;Bytom;Bytom - gmina miejska;240068785;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1945-03-01;
92005;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W KOSZALINIE;ul. Juliana Fałata;32;;75-434;Koszalin;04889;0949448;3261011;943478020;;;;ZACHODNIOPOMORSKIE;Koszalin;Koszalin - gmina miejska;331415963;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1981-09-01;
92124;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W ELBLĄGU;ul. Romualda Traugutta;91;;82-300;Elbląg;22965;0932703;2861011;556114040;;;;WARMIŃSKO-MAZURSKIE;Elbląg;Elbląg - gmina miejska;280014692;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1985-09-01;
92728;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. KAROLA SZYMANOWSKIEGO W KATOWICACH;ul. Ułańska;7b;;40-887;Katowice;23345;0937474;2469011;322506371;;sekretariat@zpsm.edu.pl;;ŚLĄSKIE;Katowice;Katowice - gmina miejska;000283297;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1937-09-07;
92846;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. STANISŁAWA MONIUSZKI  W BIELSKU-BIAŁEJ;ul. Stanisława Wyspiańskiego;5a;;43-300;Bielsko-Biała;25084;0923584;2461011;334988410;;;;ŚLĄSKIE;Bielsko-Biała;Bielsko-Biała - gmina miejska;240065150;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-01-01;
93015;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. WITOLDA LUTOSŁAWSKIEGO W BIAŁYMSTOKU;ul. Podleśna;2;;15-227;Białystok;16799;0922410;2061011;857416507;857416507;zsm@muzykbial.pl;muzykbial.pl;PODLASKIE;Białystok;Białystok - gmina miejska;052206913;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1989-09-01;
93188;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. KAROLA SZYMANOWSKIEGO WE WROCŁAWIU;ul. marsz. Józefa Piłsudskiego;25;;50-044;Wrocław-Stare Miasto;16274;0986946;0264059;717366000;;;;DOLNOŚLĄSKIE;Wrocław;Wrocław-Stare Miasto - delegatura;000277322;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-01-01;
103573;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W WAŁBRZYCHU;ul. Stanisława Moniuszki;41;;58-300;Wałbrzych;13246;0983681;0265011;748424009;748439854;moniuszki@zsm.walbrzych.pl;zsm.walbrzych.pl;DOLNOŚLĄSKIE;Wałbrzych;Wałbrzych - gmina miejska;891422627;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1999-09-01;
103583;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W WARSZAWIE;ul. Zygmunta Krasińskiego;1;;01-530;Żoliborz;09848;0920048;1465198;228391878;228391879;sekretariat@szymanowski.edu.pl;www.szymanowski.edu.pl;MAZOWIECKIE;Warszawa;Żoliborz - dzielnica;140096483;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-09-01;
103644;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W KROŚNIE;ul. Ignacego Paderewskiego;7;;38-400;Krosno;15529;0952410;1861011;134320072;;sekretariat@zsmkrosno.pl;zsmkrosno.pl;PODKARPACKIE;Krosno;Krosno - gmina miejska;180032428;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1987-09-01;
103727;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W GDAŃSKU;ul. Gnilna;3;;80-847;Gdańsk;05672;0933016;2261011;583011272;;;;POMORSKIE;Gdańsk;Gdańsk - gmina miejska;220035070;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-09-01;
104254;OSM2;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W WARSZAWIE;ul. Eustachego Tyszkiewicza;42;;01-172;Wola;23277;0919884;1465188;226321009;;sekretariat@bacewicz.edu.pl;bacewicz.edu.pl;MAZOWIECKIE;Warszawa;Wola - dzielnica;016083479;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1999-09-01;
104280;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. IM. JADWIGI KALISZEWSKIEJ W POZNANIU;ul. Głogowska;90;;60-262;Poznań-Grunwald;05614;0969416;3064029;618666129;;;;WIELKOPOLSKIE;Poznań;Poznań-Grunwald - delegatura;634345202;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1990-09-01;
104319;OSM2;OGÓLNOKSZTAŁCACA SZKOŁA MUZYCZNA II ST. W KRAKOWIE;os. Centrum E;2;;31-934;Kraków-Nowa Huta;02623;0950718;1261039;126448835;;sekretariat@zpsmuz.pl;;MAŁOPOLSKIE;Kraków;Kraków-Nowa Huta - delegatura;122742276;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1999-09-01;
104416;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W LUBLINIE;ul. Muzyczna;10;;20-620;Lublin;13521;0954700;0663011;815326921;;osmlublin@gmail.com;;LUBELSKIE;Lublin;Lublin - gmina miejska;060021716;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1946-02-01;
114222;OSM2;OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W ŁODZI;ul. Sosnowa;9;;93-102;Łódź-Górna;20598;0957985;1061039;426846384;;sekretariat@muzyczna-sosnowa.pl;muzyczna-sosnowa.pl;ŁÓDZKIE;Łódź;Łódź-Górna - delegatura;100021045;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1950-09-01;
10473;SM1;SZKOŁA MUZYCZNA I STOPNIA W GOLENIOWIE;ul. Niepodległości;1;;72-100;Goleniów;14203;0978929;3204024;914313266;;smgoleniow.up@wp.pl;www.szkola-muzyczna-goleniow.pl;ZACHODNIOPOMORSKIE;goleniowski;Goleniów - miasto;000816664;8561018160;publiczna;Bez kategorii;brak specyfiki;ROMAN RYDZ;POWIAT GOLENIOWSKI;Powiat ziemski;ZACHODNIOPOMORSKIE;goleniowski;Goleniów;1978-01-01;
11286;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I STOPNIA IM. HENRYKA WIENIAWSKIEGO W GDAŃSKU;ul. Gościnna;4;;80-032;Gdańsk;05876;0933016;2261011;583090116;583090116;sekretariat@psm1s.edu.gdansk.pl;psm1s.edu.gdansk.pl;POMORSKIE;Gdańsk;Gdańsk - gmina miejska;190347182;5832123804;publiczna;Bez kategorii;brak specyfiki;GRZEGORZ BORSUK;GDAŃSK-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;POMORSKIE;Gdańsk;Gdańsk;1947-09-01;
12599;SM1;SOPOCKA SZKOŁA MUZYCZNA I ST.IM.STANISŁAWA MONIUSZKI W SOPOCIE;ul. Obrońców Westerplatte;18/20;;81-706;Sopot;14655;0934783;2264011;585512628;;ssm@sopockaszkolamuzyczna.pl;;POMORSKIE;Sopot;Sopot - gmina miejska;190408765;5851120876;publiczna;Bez kategorii;brak specyfiki;Małgorzata Więcławek;SOPOT-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;POMORSKIE;Sopot;Sopot;1946-09-01;
17568;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. WITOLDA LUTOSŁAWSKIEGO W STARGARDZIE;ul. Kazimierza Wielkiego;13;;73-110;Stargard;08265;0979596;3214011;915772448;915772448;sekretariat@psm.stargard.pl;psm.stargard.pl;ZACHODNIOPOMORSKIE;stargardzki;Stargard - gmina miejska;320088719;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1965-05-11;
17648;SM1;SZKOŁA MUZYCZNA I STOPNIA  IM. IGNACEGO J. PADEREWSKIEGO W KLUCZBORKU;ul. Moniuszki;4;;46-200;Kluczbork;13242;0965619;1604024;774182206;;gsm@ao.kluczbork.pl;www.szkolamuzyczna.kluczbork.pl;OPOLSKIE;kluczborski;Kluczbork - miasto;000665343;7511477132;publiczna;Bez kategorii;brak specyfiki;Danuta Nalewajka;GMINA KLUCZBORK;Gmina;OPOLSKIE;kluczborski;Kluczbork;1967-06-26;
21412;SM1;SZKOŁA MUZYCZNA I STOPNIA NR 1 IM. STANISŁAWA WIECHOWICZA W KRAKOWIE;ul. Pilotów;51;;31-462;Kraków-Śródmieście;16237;0951327;1261059;124114905;124138468;sekretariat@wiechowicz.pl;wiechowicz.pl;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście - delegatura;000276280;6771683916;publiczna;Bez kategorii;brak specyfiki;Janina Nowicka;GMINA MIEJSKA KRAKÓW-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście;1946-09-01;
22928;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W SŁUPSKU;ul. Szczecińska;106;;76-200;Słupsk;21805;0977278;2263011;598432861;598432199;;;POMORSKIE;Słupsk;Słupsk - gmina miejska;220039747;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1951-09-01;
23120;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W MIASTKU;ul. Armii Krajowej;30a;;77-200;Miastko;00432;0977404;2201064;598572308;598572308;psmmiastko@wp.pl;psm.miastko.com.pl;POMORSKIE;bytowski;Miastko - miasto;000281944;;publiczna;Bez kategorii;brak specyfiki;WIESŁAW ORŁOWSKI;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1971-01-01;
25377;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. JANINY GARŚCI W TCZEWIE;pl. św. Grzegorza;6;;83-110;Tczew;06311;0934903;2214011;585312351;585312351;muzyczne@o2.pl;psm.tczew.pl;POMORSKIE;tczewski;Tczew - gmina miejska;000278095;;publiczna;Bez kategorii;brak specyfiki;PIOTR KOWALKOWSKI;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1974-10-01;
25623;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W BIAŁOGARDZIE;ul. Dworcowa;4;;78-200;Białogard;04434;0949690;3201011;943122501;943113066;szkola_mu@vp.pl;psm-bialogard.pl;ZACHODNIOPOMORSKIE;białogardzki;Białogard - gmina miejska;000772501;;publiczna;Bez kategorii;brak specyfiki;ANDRZEJ JÓRKOWSKI;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1977-06-25;
26347;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W ŚWINOUJŚCIU;ul. Wojska Polskiego;1;1;72-600;Świnoujście;24628;0979722;3263011;913213462;913213462;sekretariat@psm.swi.pl;psm.swi.pl;ZACHODNIOPOMORSKIE;Świnoujście;Świnoujście - gmina miejska;001241266;;publiczna;Bez kategorii;brak specyfiki;Grażyna Sołtyk;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1985-07-29;
27023;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W MIĘDZYRZECZU;os. Centrum;10;;66-300;Międzyrzecz;02617;0935529;0803024;957412444;957412444;sekretariat@psmmiedzyrzecz.pl;psmmiedzyrzecz.pl;LUBUSKIE;międzyrzecki;Międzyrzecz - miasto;210202310;;publiczna;Bez kategorii;brak specyfiki;Małgorzata TELEGA-NOWAKOWSKA;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1993-09-01;
27033;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. STANISŁAWA MONIUSZKI W SŁUBICACH;ul. Wojska Polskiego;142;;69-100;Słubice;24628;0935736;0805054;957586618;957586618;kontakt@psmslubice.pl;psmslubice.pl;LUBUSKIE;słubicki;Słubice - miasto;210208057;;publiczna;Bez kategorii;brak specyfiki;KATARZYNA PĘKALA;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1993-09-01;
31565;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W KROTOSZYNIE;ul. Olimpijska;10;;63-700;Krotoszyn;14989;0936931;3012044;627253441;627225859;psm@onet.pl;psmkrotoszyn.art.pl;WIELKOPOLSKIE;krotoszyński;Krotoszyn - miasto;000640188;;publiczna;Bez kategorii;brak specyfiki;Marek Olejnik;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-09-01;
31612;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. BRONISŁAWA ZIELIŃSKIEGO W WĄGROWCU;ul. Kościuszki;19;;62-100;Wągrowiec;09572;0967297;3028011;672685495;672685495;szkmuzwc@poczta.onet.pl;psmwagrowiec.com;WIELKOPOLSKIE;wągrowiecki;Wągrowiec - gmina miejska;000847200;;publiczna;Bez kategorii;brak specyfiki;MAREK RYBARCZYK;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1979-01-01;
31626;SM1;SZKOŁA MUZYCZNA I ST. W ZŁOTOWIE;al. Piasta;31;;77-400;Złotów;16040;0967423;3031011;672632992;672632992;szkomuzy@poczta.onet.pl;http://www.muzycznazlotow.pl/;WIELKOPOLSKIE;złotowski;Złotów - gmina miejska;000777119;;publiczna;Bez kategorii;brak specyfiki;MAREK KOKOWSKI;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1972-09-01;
