tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
R1;021405;2;OSTROWSKI Robert Remigiusz;51;wyższe;Międzybórz,;466;22.35;-1;Nie
R1;021406;1;KASINA Marcin Stanisław;43;wyższe;Ligota Polska,;3365;62.74;-1;Tak
R1;021406;2;SYCIANKO Maciej Wiktor;41;Wyższe;Spalice,;1385;25.83;-1;Nie
R1;021406;3;WZGARDA Tomasz Ireneusz;47;średnie;Ligota Polska,;613;11.43;-1;Nie
R1;021407;1;KOCIŃSKI Wojciech Eugeniusz;49;wyższe;Syców,;1820;26.34;-1;Druga tura
R1;021407;2;KUŹMICZ Łukasz Maciej;42;wyższe;Bielawki,;1713;24.79;-1;Nie
R1;021407;3;MANIAK Dariusz Dominik;30;wyższe;Wielowieś,;2340;33.87;-1;Druga tura
R1;021407;4;ROSIEK Grzegorz;41;wyższe;Ślizów,;1036;14.99;-1;Nie
R1;021408;1;CZULIŃSKI Paweł;27;wyższe;Chełstówek,;3313;58.87;-1;Tak
R1;021408;2;POTYRAŁA Zbigniew;60;wyższe;Twardogóra,;2315;41.13;-1;Nie
R1;021501;1;FRISCHMANN Tomasz;45;wyższe;Oława,;7713;58.19;-1;Tak
R1;021501;2;GAWLAS Bartosz Ryszard;28;wyższe;Oława,;511;3.86;-1;Nie
R1;021501;3;ŁUCZKIEWICZ Mariusz Marek;40;wyższe;Oława,;2413;18.20;-1;Nie
R1;021501;4;ZIÓŁKOWSKA Magdalena Lucja;38;wyższe;Oława,;2618;19.75;-1;Nie
R1;021502;1;GŁOGULSKI Wojciech Tomasz;45;wyższe;Radłowice,;1755;75.45;-1;Tak
R1;021502;2;SWADEK-SCHNEIDER Dorota;55;wyższe;Polwica,;571;24.55;-1;Nie
R1;021503;1;DEKRET Walentyna Krystyna;64;podstawowe;Jelcz-Laskowice, Wolni i Solidarni;273;2.68;-1;Nie
R1;021503;2;DUDKOWSKI Łukasz Marek;40;wyższe;Jelcz-Laskowice,;2896;28.39;-1;Druga tura
R1;021503;3;STAJSZCZYK Piotr Marek;52;wyższe;Miłoszyce,;2267;22.23;-1;Nie
R1;021503;4;SZCZĘŚNIAK Bogdan Dariusz;59;wyższe;Miłoszyce,;4763;46.70;-1;Druga tura
R1;021504;1;KOWNACKI Jan Franciszek;61;średnie;Gać,;3254;50.45;-1;Tak
R1;021504;2;RADO Michał Marcin;29;wyższe;Bystrzyca,;3196;49.55;-1;Nie
R1;021601;1;BOBER Andrzej;41;średnie;Chocianów,;574;9.10;-1;Nie
R1;021601;2;KOWALSKI Roman Zbigniew;64;średnie;Chocianowiec,;1254;19.87;-1;Nie
R1;021601;3;KULCZYŃSKI Tomasz Ireneusz;32;wyższe;Lubin,;2822;44.72;-1;Druga tura
R1;021601;4;PICHAŁA Anna Eugenia;35;wyższe;Parchów,;1310;20.76;-1;Druga tura
R1;021601;5;ZIELONY Janusz Piotr;46;wyższe;Chocianów,;350;5.55;-1;Nie
R1;021602;1;KIWACKI Paweł Łukasz;38;wyższe;Gaworzyce,;313;16.21;-1;Nie
R1;021602;2;SZWAGRZYK Jacek Marek;47;wyższe;Gaworzyce,;1324;68.57;-1;Tak
R1;021602;3;URBAN Monika Barbara;42;wyższe;Gaworzyce,;294;15.23;-1;Nie
R1;021603;1;JABŁOŃSKI Roman Jan;59;wyższe;Grębocice,;2089;89.20%;253;Tak
R1;021604;1;CHACZKO Beata Anna;38;wyższe;Obora,;625;5.34;-1;Nie
R1;021604;2;MARCINIAK Wojciech;59;wyższe;Sobin,;2187;18.67;-1;Nie
R1;021604;3;PUŹNIECKI Łukasz Franciszek;36;wyższe;Polkowice,;4813;41.09;-1;Druga tura
R1;021604;4;WABIK Wiesław Władysław;49;wyższe ekonomiczne;Polkowice,;4087;34.90;-1;Druga tura
R1;021605;1;SZCZUPAK Jerzy Sławomir;38;wyższe;Przemków,;2902;85.68%;485;Tak
R1;021606;1;PIWKO Paweł Adam;39;wyższe - administracja publiczna;Buczyna,;1603;79.32%;418;Tak
R1;021701;1;GROCHOWSKI Waldemar Ryszard;55;wyższe;Borek Strzeliński,;1280;51.12;-1;Tak
R1;021701;2;ZIĄBER Zdzisław Kazimierz;39;wyższe;Kojęcin,;1224;48.88;-1;Nie
R1;021702;1;GRACZ Tomasz;42;Wyższe;Prusy,;1109;50.05;-1;Tak
R1;021702;2;KARAKOW Maria;47;Wyższe;Gołostowice,;1107;49.95;-1;Nie
R1;021703;1;ŁUCZAK Andrzej;59;Średnie;Przeworno,;1151;51.25;-1;Tak
R1;021703;2;TARANEK Jarosław Andrzej;45;Wyższe;Przeworno,;1095;48.75;-1;Nie
R1;021704;1;DOBUCKA Renata Małgorzata;50;wyższe;Strzelin,;1023;10.88;-1;Nie
R1;021704;2;LASZCZYŃSKI Paweł;49;wyższe;Gęsiniec,;1790;19.04;-1;Nie
R1;021704;3;PAWNUK Dorota Jadwiga;43;wyższe;Nowolesie,;6590;70.08;-1;Tak
R1;021705;1;CZYŻYCKA Katarzyna;44;wyższe;Jaworów,;641;19.92;-1;Nie
R1;021705;2;KROCHMALNY Jerzy Marek;54;wyższe;Stary Wiązów,;2411;74.92;-1;Tak
R1;021705;3;OŻAROWSKI Henryk;60;wyższe;Wiązów,;166;5.16;-1;Nie
R1;021801;1;ANDREJEWICZ Beata Cecylia;58;wyższe;Jarząbkowice,;427;14.65;-1;Nie
R1;021801;2;GAWLIK Janina;56;wyższe;Piotrowice,;1240;42.55;-1;Druga tura
R1;021801;3;ŻAŁOBNIAK Mariusz Ireneusz;46;wyższe;Piotrowice,;1247;42.79;-1;Druga tura
R1;021802;1;FRANKOWSKI Piotr;44;wyższe;Malczyce,;1723;65.29;-1;Tak
R1;021802;2;KĄDZIELA Mariola;37;wyższe;Kwietno,;694;26.30;-1;Nie
R1;021802;3;WITOWSKA Beata Stanisława;40;średnie;Malczyce,;222;8.41;-1;Nie
R1;021803;1;BOGUS-ŁYŚ Danuta Anna;51;wyższe;Brzezina,;403;5.99;-1;Nie
R1;021803;2;GRZEGORCZYN Jan Marian;61;wyższe;Żurawiniec,;4882;72.62;-1;Tak
R1;021803;3;SOBCZYK Piotr Krzysztof;31;wyższe;Pisarzowice,;1438;21.39;-1;Nie
R1;021804;1;BABIŃSKI Przemysław Jerzy;40;wyższe;Juszczyn,;1144;13.25;-1;Nie
R1;021804;2;KRASUCKI Bogusław;60;wyższe;Środa Śląska,;2674;30.97;-1;Nie
R1;021804;3;MACIEJEWSKI Dariusz;50;zawodowe;Juszczyn, Prawo i Sprawiedliwość;497;5.76;-1;Nie
R1;021804;4;RUCIŃSKI Adam Robert;46;wyższe ekonomiczne;Środa Śląska,;4320;50.03;-1;Tak
R1;021805;1;BABIARZ Bożena Jadwiga;37;Wyższe;Lusina,;304;11.83;-1;Nie
R1;021805;2;OLKIEWICZ Teresa Stanisława;57;Wyższe;Udanin,;1150;44.76;-1;Druga tura
R1;021805;3;PŁAZIUK Wojciech Stanisław;40;Wyższe;Pichorowice,;1115;43.40;-1;Druga tura
R1;021901;1;DROBNY Jacek;60;wyższe;Świdnica, Wspólnota Samorządowa Ziemi Świdnickiej;4123;17.70;-1;Nie
R1;021901;2;GARSTECKI Robert Mariusz;46;wyższe;Świdnica,;473;2.03;-1;Nie
R1;021901;3;MOSKAL-SŁANIEWSKA Beata Małgorzata;52;wyższe;Świdnica,;16275;69.86;-1;Tak
R1;021901;4;PALUSZEK Marcin;34;wyższe;Świdnica,;1598;6.86;-1;Nie
R1;021901;5;SOLECKI Janusz Czesław;56;wyższe;Świdnica,;828;3.55;-1;Nie
R1;021902;1;KOŻUCHOWICZ Bogdan;58;wyższe;Świebodzice,;4089;44.12;-1;Druga tura
R1;021902;2;OZGA Paweł;55;wyższe;Świebodzice,;2861;30.87;-1;Druga tura
R1;021902;3;SZAFRANIEC Mariusz Henryk;49;wyższe;Świebodzice,;2317;25.00;-1;Nie
R1;021903;1;JAWORSKI Marek;63;wyższe;Roztoka,;917;40.27;-1;Nie
R1;021903;2;ULBIN Jerzy Tadeusz;54;wyższe;Dzierzków,;1360;59.73;-1;Tak
R1;021904;1;GRACA Wojciech;33;wyższe;Jaworzyna Śląska,;1081;26.86;-1;Nie
R1;021904;2;GRUCA Urszula;52;wyższe;Jaworzyna Śląska,;328;8.15;-1;Nie
R1;021904;3;GRZEGORZEWICZ Grzegorz Sławomir;41;wyższe;Jaworzyna Śląska,;2616;64.99;-1;Tak
R1;021905;1;GOŁĘBIOWSKI Władysław;63;wyższe;Szczepanów,;1115;36.35;-1;Druga tura
R1;021905;2;GUZIK Jerzy Stanisław;63;zawodowe rolnicze;Wirki,;845;27.55;-1;Nie
R1;021905;3;LEŃ Stanisław;48;wyższe;Szczepanów,;1107;36.09;-1;Druga tura
R1;021906;1;MARKIEWICZ Lech;63;wyższe;Strzegom,;1722;15.03;-1;Nie
R1;021906;2;SUCHYTA Zbigniew Tadeusz;58;wyższe;Strzegom,;8501;74.21;-1;Tak
R1;021906;3;ŚWIĄTEK-KARDELA Wioletta Ewa;44;wyższe;Strzegom,;1232;10.76;-1;Nie
R1;021907;1;MAZUREK Teresa Stefania;62;wyższe;Panków,;3454;49.63;-1;Druga tura
R1;021907;2;NATANEK Zdzisław;69;wyższe;Świdnica,;236;3.39;-1;Nie
R1;021907;3;SALIŃSKA Magdalena;45;wyższe;Mokrzeszów, Wspólnota Samorządowa Ziemi Świdnickiej;1221;17.54;-1;Nie
R1;021907;4;ŚWIECZKO Łukasz;35;wyższe;Wieruszów,;2049;29.44;-1;Druga tura
R1;021908;1;CZAPLA Michał Szymon;31;wyższe;Żarów,;937;18.97;-1;Nie
R1;021908;2;MICHALAK Leszek Kazimierz;54;wyższe;Żarów,;4003;81.03;-1;Tak
R1;022001;1;MORAWIECKA Anna Katarzyna;57;średnie;Golędzinów,;2935;30.73;-1;Nie
R1;022001;2;POPRAWA Arkadiusz Marcin;48;Wyższe;Oborniki Śląskie,;6615;69.27;-1;Tak
R1;022002;1;BANDROWICZ Igor Krystian;40;Wyższe;Chodlewko,;3011;62.19;-1;Tak
R1;022002;2;CYBULSKA-KACZAŁKO Renata;53;Wyższe;Prusice,;1831;37.81;-1;Nie
R1;022003;1;BUJAK-ZIÓŁKOWSKA Renata Urszula;65;wyższe;Trzebnica,;1830;18.54;-1;Nie
R1;022003;2;DŁUGOZIMA Marek Aureli;54;wyższe prawnicze;Trzebnica,;6485;65.69;-1;Tak
R1;022003;3;SZYDŁOWSKI Janusz Józef;58;wyższe;Trzebnica,;1557;15.77;-1;Nie
R1;022004;1;BRONOWICKI Jakub Jan;52;wyższe;Krzyżanowice,;2869;59.50;-1;Tak
R1;022004;2;BRZĄKAŁA Agnieszka Maria;42;wyższe;Ligota Piękna,;679;14.08;-1;Nie
R1;022004;3;JURZYSTA-ZIĘTEK Marzanna Beata;40;wyższe;Malin,;1059;21.96;-1;Nie
R1;022004;4;KEMPISZAK Karolina Anna;44;wyższe;Paniowice,;215;4.46;-1;Nie
R1;022005;1;BORCZYK Robert Mariusz;43;Wyższe;Zawonia,;974;38.30;-1;Nie
R1;022005;2;WERSTA Agnieszka Anna;43;wyższe;Czeszów,;1569;61.70;-1;Tak
R1;022006;1;LEWANDOWSKI Robert Grzegorz;45;wyższe;Skokowa,;4858;85.11%;850;Tak
R1;022101;1;CICHURA Jacek Henryk;45;wyższe;Boguszów-Gorce,;1796;31.60;-1;Druga tura
R1;022101;2;DĄBROWSKA Sylwia Katarzyna;46;wyższe;Boguszów-Gorce,;1823;32.07;-1;Druga tura
R1;022101;3;TARNACKI Marek;54;wyższe;Boguszów-Gorce, Prawo i Sprawiedliwość;825;14.51;-1;Nie
R1;022101;4;WÓJCIK Sławomir Zdzisław;45;średnie;Boguszów-Gorce,;1240;21.82;-1;Nie
R1;022102;1;MARCZAK Michał;37;średnie;Jedlina-Zdrój,;677;32.78;-1;Nie
R1;022102;2;ORPEL Leszek Wojciech;61;wyższe;Jedlina-Zdrój,;1206;58.40;-1;Tak
R1;022102;3;PODBIELSKA Lidia Joanna;59;wyższe;Jedlina-Zdrój,;182;8.81;-1;Nie
R1;022103;1;CZOCHER Arkadiusz Andrzej;48;wyższe;Szczawno-Zdrój, Stowarzyszenie Kocham Szczawno-Zdrój;704;24.82;-1;Druga tura
R1;022103;2;ĆMIKIEWICZ Marek Piotr;55;Wyższe;Szczawno-Zdrój,;680;23.98;-1;Nie
R1;022103;3;FEDORUK Marek Sylwester;65;wyższe;Szczawno-Zdrój,;718;25.32;-1;Druga tura
R1;022103;4;STACHOWIAK Jarosław Henryk;48;wyższe;Szczawno-Zdrój,;330;11.64;-1;Nie
R1;022103;5;TOBIS Aleksandra Oliwia;42;wyższe;Szczawno-Zdrój,;404;14.25;-1;Nie
R1;022104;1;GÓRECKI Adam Roman;53;wyższe;Jaczków,;1694;74.23;-1;Tak
R1;022104;2;JANOR Stanisław;59;zawodowe;Borówno,;588;25.77;-1;Nie
R1;022105;1;GŁÓD Roman;45;wyższe;Grzmiąca,;2791;85.25;-1;Tak
R1;022105;2;KOŁDON Dariusz Julian;55;wyższe;Grzmiąca,;483;14.75;-1;Nie
R1;022106;1;LICZBIŃSKI Mariusz Paweł;37;wyższe;Mieroszów,;570;18.36;-1;Druga tura
R1;022106;2;LIPIŃSKI Andrzej Zdzisław;58;wyższe;Mieroszów,;1263;40.68;-1;Druga tura
R1;022106;3;PICHOWICZ Justyna Ewelina;40;wyższe;Sokołowsko,;536;17.26;-1;Nie
R1;022106;4;RACZYŃSKI Marcin Adam;44;wyższe;Sokołowsko,;426;13.72;-1;Nie
R1;022106;5;ZALAS Wiesław Michał;54;wyższe;Unisław Śląski,;310;9.98;-1;Nie
R1;022107;1;LECH Mirosław Jan;52;wyższe;Nowe Bogaczowice,;1152;56.44;-1;Tak
R1;022107;2;OWSIANKA Daniel Piotr;36;wyższe;Struga,;630;30.87;-1;Nie
R1;022107;3;PABISZ Marek Mieczysław;58;wyższe ekonomiczne;Jabłów,;107;5.24;-1;Nie
R1;022107;4;SKIBIŃSKI Paweł Piotr;61;średnie techniczne;Lubomin,;152;7.45;-1;Nie
R1;022108;1;HAUSMAN Adam Ludwik;52;średnie;Dziećmorowice,;1763;77.26;-1;Tak
R1;022108;2;SZYMAŃSKI Janusz Jakub;47;zawodowe;Walim, Prawo i Sprawiedliwość;519;22.74;-1;Nie
R1;022201;1;CUKROWSKI Marek Jan;59;wyższe;Brzeg Dolny, Prawo i Sprawiedliwość;1038;14.29;-1;Nie
R1;022201;2;DRABIK Marta;36;wyższe;Brzeg Dolny, Wolni i Solidarni;102;1.40;-1;Nie
R1;022201;3;FURA Ireneusz;49;wyższe;Grodzanów,;1222;16.82;-1;Nie
R1;022201;4;MAZUR Janusz Ryszard;55;wyższe;Brzeg Dolny,;115;1.58;-1;Nie
R1;022201;5;PIREK Paweł Stefan;63;wyższe;Brzeg Dolny,;3312;45.58;-1;Druga tura
R1;022201;6;URAN Katarzyna;37;wyższe;Pogalewo Wielkie,;1477;20.33;-1;Druga tura
R1;022202;1;KRYSOWATA-ZIELNICA Jolanta;52;Wyższe;Węgrzce,;2035;50.37;-1;Tak
R1;022202;2;OLEJNICZAK Dariusz Piotr;59;Wyższe;Wińsko,;1011;25.02;-1;Nie
R1;022202;3;WAWRZYNIAK Adrian Sławomir;29;Wyższe;Turzany,;994;24.60;-1;Nie
R1;022203;1;CHMURA Dariusz;49;wyższe;Wołów,;4462;47.96;-1;Druga tura
R1;022203;2;CIOŁEK Łukasz Tadeusz;37;wyższe;Wołów,;1438;15.46;-1;Nie
R1;022203;3;CZARNY Paweł;39;wyższe;Wołów,;3404;36.59;-1;Druga tura
R1;022301;1;CHLEBOSZ Włodzimierz Stanisław;51;wyższe;Dobrzykowice,;3785;54.84;-1;Tak
R1;022301;2;DUDA Jan;56;wyższe;Ratowice,;939;13.60;-1;Nie
R1;022301;3;JAGIELSKI Jarosław Jan;54;wyższe;Ratowice,;2178;31.56;-1;Nie
R1;022302;1;AUGUSTYNOWSKI Jan Kamil;34;Wyższe;Domaszczyn,;1773;12.20;-1;Nie
R1;022302;2;BŁOŃSKI Wojciech Stanisław;46;Wyższe;Wilczyce,;5779;39.76;-1;Druga tura
R1;022302;3;ŁEBEK Iwona Agnieszka;47;Wyższe;Borowa,;5158;35.49;-1;Druga tura
R1;022302;4;POROSZEWSKI Przemysław Franciszek;31;Wyższe;Łozina,;1823;12.54;-1;Nie
R1;022303;1;FILIPCZAK Paweł;43;wyższe magisterskie;Jordanów Śląski,;1029;61.69;-1;Tak
R1;022303;2;KURIATA Henryk Andrzej;58;wyższe;Jordanów Śląski,;639;38.31;-1;Nie
R1;022304;1;DUDZIEC-OSIECKA Marta Agnieszka;40;wyższe;Kąty Wrocławskie,;1111;10.85;-1;Nie
R1;022304;2;KOPEĆ Antoni;60;wyższe;Krzeptów,;3823;37.34;-1;Druga tura
R1;022304;3;SELWESIUK Jacek;53;wyższe;Gądów,;2064;20.16;-1;Nie
R1;022304;4;ZBROSZCZYK Łukasz Sebastian;38;wyższe;Nowa Wieś Kącka,;3239;31.64;-1;Druga tura
R1;022305;1;PACHOLIK Ryszard Michał;66;wyższe;Żerniki Małe,;6928;87.73%;969;Tak
R1;022306;1;KOZAROWICZ Adam Piotr;59;wyższe;Wawrzeńczyce,;1184;71.89%;463;Tak
R1;022307;1;JAKUBOWSKI Tadeusz Aleksander;63;wyższe;Księginice Małe, Prawo i Sprawiedliwość;599;10.54;-1;Nie
R1;022307;2;JAROSZ Mirosław Janusz;58;wyższe;Mietków,;3604;63.39;-1;Tak
R1;022307;3;KURDZIEL Hubert Kazimierz;38;wyższe;Bielany Wrocławskie,;1482;26.07;-1;Nie
R1;022308;1;DULSKI Andrzej;38;Wyższe;Siechnice,;1537;15.90;-1;Nie
R1;022308;2;KŁOSIŃSKI Jakub Janusz;36;Wyższe;Radwanice,;3232;33.43;-1;Nie
R1;022308;3;UŠÁK Milan;46;Wyższe;Siechnice,;4899;50.67;-1;Tak
R1;022309;1;DRAPUS Agnieszka;40;wyższe;Karwiany,;1466;31.01;-1;Nie
R1;022309;2;KORDY Leszek Zenon;62;wyższe;Racławice Małe,;369;7.81;-1;Nie
R1;022309;3;MARSZAŁEK Leszek;64;średnie;Żórawina,;381;8.06;-1;Nie
R1;022309;4;ŻUKOWSKI Jan;72;Średnie;Mnichowice,;2511;53.12;-1;Tak
R1;022401;1;CHODOROWSKA Bożena Zofia;44;wyższe;Bardo,;858;38.56;-1;Nie
R1;022401;2;ŻEGAŃSKI Krzysztof;59;wyższe;Bardo,;1367;61.44;-1;Tak
R1;022402;1;BAJTEK Jan;64;średnie;Ciepłowody,;428;29.30;-1;Nie
R1;022402;2;BIAŁKOWSKI Łukasz Tomasz;36;wyższe;Jakubów,;1033;70.70;-1;Tak
R1;022403;1;CZERNIEC Marcin Bartłomiej;39;wyższe;Kamieniec Ząbkowicki,;2255;59.37;-1;Tak
R1;022403;2;WASZCZUK Marek;56;wyższe;Złoty Stok,;1543;40.63;-1;Nie
R1;022404;1;GANCARZ Paweł Jarosław;33;wyższe;Stoszowice,;1484;63.66;-1;Tak
R1;022404;2;KRZESZOWIEC Tomasz Gabriel;36;wyższe;Lutomierz,;847;36.34;-1;Nie
R1;022405;1;JAGIEŁA Dariusz Leszek;52;wyższe;Zwrócona,;1523;15.84;-1;Nie
R1;022405;2;ORZESZEK Marcin;39;wyższe;Ząbkowice Śląskie,;7146;74.33;-1;Tak
R1;022405;3;SOBÓR Grażyna Bogusława;50;wyższe;Ząbkowice Śląskie,;945;9.83;-1;Nie
R1;022406;1;BAFIA Tomasz;46;wyższe;Niedźwiedź,;1281;19.89;-1;Nie
R1;022406;2;LACEL Janina;63;wyższe;Ziębice,;743;11.54;-1;Nie
R1;022406;3;SZPILAREWICZ Mariusz;43;wyższe;Lubnów,;4417;68.58;-1;Tak
R1;022407;1;GOŁĘBIOWSKI Stanisław Remigiusz;57;wyższe;Złoty Stok,;681;34.10;-1;Nie
R1;022407;2;ORCZYK Grażyna;48;wyższe;Złoty Stok,;1316;65.90;-1;Tak
R1;022501;1;KASIŃSKI Mirosław Cezary;59;wyższe;Zawidów,;827;48.53;-1;Nie
R1;022501;2;ŁĘŻNY Robert;51;wyższe;Zawidów,;877;51.47;-1;Tak
R1;022502;1;GRONICZ Rafał Wojciech;45;wyższe;Zgorzelec,;7552;58.67;-1;Tak
R1;022502;2;MAZUR Aneta;44;wyższe;Zgorzelec,;2031;15.78;-1;Nie
R1;022502;3;SKONIECZKA Agnieszka Olga;35;wyższe;Zgorzelec,;3289;25.55;-1;Nie
R1;022503;1;ADASZEWSKI Piotr;50;średnie;Bogatynia,;718;6.46;-1;Nie
R1;022503;2;BŁASIAK Wojciech Marcin;51;wyższe;Bogatynia,;2250;20.25;-1;Druga tura
R1;022503;3;BOJAKOWSKA Dorota;51;wyższe;Bogatynia,;1379;12.41;-1;Nie
R1;022503;4;GRZMIELEWICZ Andrzej;53;wyższe;Bogatynia,;4871;43.85;-1;Druga tura
R1;022503;5;OTROCIUK Barbara;50;wyższe;Bogatynia,;647;5.82;-1;Nie
R1;022503;6;STACHYRA Jerzy Grzegorz;46;wyższe;Bogatynia,;1244;11.20;-1;Nie
R1;022504;1;MAGDA Jan;49;wyższe;Bielawa Dolna,;2251;63.48;-1;Tak
R1;022504;2;ŚWIDERSKI Andrzej Krzysztof;40;wyższe;Bielawa Górna,;1295;36.52;-1;Nie
R1;022505;1;CIUPAK Urszula;55;wyższe;Studniska Dolne,;1007;36.18;-1;Nie
R1;022505;2;STARZYŃSKI Robert Marek;52;wyższe;Sulików,;1776;63.82;-1;Tak
R1;022506;1;MIKOŁAJCZYK Stanisław;59;wyższe;Jagodzin,;1102;33.01;-1;Druga tura
R1;022506;2;SOCHOŃ Jakub Mateusz;32;wyższe;Węgliniec,;849;25.43;-1;Nie
R1;022506;3;WIECZOREK Mariusz;56;średnie;Węgliniec,;1387;41.55;-1;Druga tura
R1;022507;1;DOBROŁOWICZ Wojciech Stanisław;33;wyższe;Gronów,;1689;45.37;-1;Nie
R1;022507;2;MACHAJ Piotr Zygmunt;57;wyższe;Tylice,;2034;54.63;-1;Tak
R1;022601;1;ŁABĘDZKI Bogusław Bolesław;63;wyższe;Wojcieszów,;205;13.78;-1;Nie
R1;022601;2;MACIEJCZYK Sławomir Piotr;40;wyższe;Wojcieszów,;1283;86.22;-1;Tak
R1;022602;1;MARKIEWICZ Agnieszka;47;wyższe;Złotoryja,;861;12.93;-1;Nie
R1;022602;2;PAWŁOWSKI Robert Andrzej;50;wyższe;Złotoryja,;1934;29.04;-1;Druga tura
R1;022602;3;ZWIERZYŃSKA-DOSKOCZ Barbara;39;wyższe;Złotoryja,;2054;30.84;-1;Druga tura
R1;022602;4;ŻURAWSKI Ireneusz Leszek;58;wyższe;Złotoryja,;1811;27.19;-1;Nie
R1;022603;1;JAMRÓZ Bogdan Stanisław;53;wyższe;Nowa Wieś Grodziska,;673;33.89;-1;Nie
R1;022603;2;SYBIS Tomasz Jacek;44;wyższe;Czaple,;1313;66.11;-1;Tak
R1;022604;1;GÓRZAŃSKA Bogumiła;40;wyższe;Sędziszowa,;182;5.93;-1;Nie
R1;022604;2;KISOWSKI Paweł Przemysław;39;wyższe;Rzeszówek,;2102;68.51;-1;Tak
R1;022604;3;KOŁCZ Józef;63;średnie;Dobków,;784;25.55;-1;Nie
R1;022605;1;BARDOWSKA Karolina Katarzyna;34;wyższe;Uniejowice,;786;33.05;-1;Druga tura
R1;022605;2;KARASIŃSKI Marcin Piotr;36;wyższe;Olszanica,;765;32.17;-1;Nie
R1;022605;3;SZKLARZ Tadeusz Bronisław;63;wyższe;Zagrodno,;827;34.78;-1;Druga tura
R1;022606;1;BŁASZCZYK Gabriel Sebastian;42;wyższe;Kozów,;277;9.53;-1;Nie
R1;022606;2;CHOCZAJ Paweł Andrzej;52;wyższe;Wilków,;717;24.66;-1;Druga tura
R1;022606;3;KARDASZ Leszek;58;wyższe;Gierałtowiec,;222;7.64;-1;Nie
R1;022606;4;SZAPOWAŁ Jarosław;34;wyższe;Gierałtowiec,;490;16.86;-1;Nie
R1;022606;5;TYMCZYSZYN Jan Tadeusz;51;wyższe;Lubiatów,;1201;41.31;-1;Druga tura
R1;026101;1;GLUZA Paweł Leszek;29;wyższe;Jelenia Góra,;4684;15.02;-1;Nie
R1;026101;2;ŁUŻNIAK Jerzy Lucjan;63;wyższe;Jelenia Góra,;14204;45.55;-1;Druga tura
R1;026101;3;MRÓZ Krzysztof Stanisław;41;wyższe;Jelenia Góra,;7329;23.50;-1;Druga tura
R1;026101;4;NIEDŹWIECKI Grzegorz;57;wyższe;Jelenia Góra,;348;1.12;-1;Nie
R1;026101;5;PAPAJ Hubert Wojciech;44;wyższe;Jelenia Góra,;4620;14.81;-1;Nie
R1;026201;1;BARANOWSKI Arkadiusz Tomasz;39;wyższe prawnicze;Legnica,;8285;22.66;-1;Nie
R1;026201;2;GIZICKI Adam Sławomir;46;wyższe ekonomiczne;Legnica,;1612;4.41;-1;Nie
R1;026201;3;HUZARSKI Michał Seweryn;41;wyższe;Legnica,;1405;3.84;-1;Nie
R1;026201;4;KRZAKOWSKI Tadeusz;61;wyższe;Legnica,;15546;42.52;-1;Druga tura
R1;026201;5;RABCZENKO Jarosław Krzysztof;40;wyższe humanistyczne i ekonomiczne;Legnica,;9715;26.57;-1;Druga tura
R1;026401;1;BOGUSŁAWSKI Robert Jarosław;50;średnie;Pisarzowice,;2359;0.91;-1;Nie
R1;026401;2;JARZĄBEK Zbigniew Antoni;61;Średnie;Wrocław,;6250;2.42;-1;Nie
R1;026401;3;LEMPART Marta Mirosława;39;wyższe;Wrocław,;6046;2.34;-1;Nie
R1;026401;4;MAJ Mieczysław Jan;29;wyższe ekonomiczne;Wrocław,;918;0.36;-1;Nie
R1;026401;5;MICHALAK Jerzy Andrzej;44;Wyższe prawnicze;Wrocław,;17890;6.93;-1;Nie
R1;026401;6;OBARA-KOWALSKA Katarzyna Anna;40;Wyższe zawodowe;Wrocław,;19063;7.38;-1;Nie
R1;026401;7;STACHOWIAK-RÓŻECKA Mirosława Agnieszka;45;Wyższe;Wrocław,;71049;27.50;-1;Nie
R1;026401;8;SUTRYK Jacek Zbigniew;40;wyższe humanistyczne;Wrocław,;129669;50.20;-1;Tak
R1;026401;9;TRACZ Małgorzata Elżbieta;32;Wyższe humanistyczne;Wrocław,;3487;1.35;-1;Nie
R1;026401;10;ZBOROWSKI Artur Robert;44;wyższe humanistyczne;Wrocław,;1593;0.62;-1;Nie
R1;026501;1;CZUPRYN Bogusława Barbara;57;wyższe;Wałbrzych,;600;1.44;-1;Nie
R1;026501;2;MIKOŁAJCZYK Łukasz;36;wyższe;Wałbrzych,;406;0.97;-1;Nie
R1;026501;3;SZEŁEMEJ Roman;58;wyższe;Wałbrzych,;35204;84.49;-1;Tak
R1;026501;4;ZYSKA Ireneusz;49;wyższe;Świebodzice,;5458;13.10;-1;Nie
R1;040101;1;CIEŚLA Andrzej;63;wyższe;Aleksandrów Kujawski,;1976;40.61;-1;Druga tura
R1;040101;2;GOLLUS Bogusław;38;wyższe;Aleksandrów Kujawski,;1242;25.52;-1;Nie
R1;040101;3;WYPIJ Bogdan Marcin;58;wyższe;Aleksandrów Kujawski,;1648;33.87;-1;Druga tura
R1;040102;1;DZIERŻEWICZ Leszek Mirosław;62;wyższe;Ciechocinek,;2339;47.06;-1;Druga tura
R1;040102;2;HANDZIUK Sławomir Wojciech;59;wyższe;Ciechocinek,;385;7.75;-1;Nie
R1;040102;3;JUCEWICZ Jarosław;36;wyższe;Ciechocinek,;613;12.33;-1;Nie
