urzad;razem;kobietyP;wiek;PSL;PiS;PO;SLD;PP;NP;teryt;xteryt;name;areaH;popThs;popKm;rankP;type;bb;center
Burmistrz Miasta Gorlice;5;20.00;45.80;0;1;0;0;0;4;120501;1;Gorlice;2353.0;27781.0;1181;206;gm;49.634967,21.119046 49.698931,21.212928;49.666949,21.165987
Burmistrz Miasta Mszana Dolna;4;25.00;55.50;0;0;0;0;0;4;120702;1;Mszana Dolna;2710.0;7982.0;295;1116;gm;49.649483,20.027663 49.712694,20.131033;49.6810885,20.079348
Burmistrz Biecza;1;0.00;58.00;0;0;0;0;0;1;120502;3;Biecz;9825.0;16916.0;172;434;gmw;49.665022,21.095182 49.781613,21.330964;49.7233175,21.213073
Wójt Gminy Gorlice;3;33.33;55.33;0;1;0;0;0;2;120504;2;Gorlice;10285.0;17183.0;167;427;gw;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925
Wójt Gminy Jodłownik;3;0.00;41.67;0;1;0;0;0;2;120704;2;Jodłownik;7219.0;8614.0;119;1024;gw;49.737366,20.142684 49.831087,20.318367;49.7842265,20.2305255
Burmistrz Bobowej;1;0.00;60.00;0;0;0;0;0;1;120503;3;Bobowa;4977.0;9744.0;196;891;gmw;49.666754,20.882442 49.747444,21.010022;49.707099,20.946232
Wójt Gminy Laskowa;2;50.00;59.50;0;1;0;0;0;1;120706;2;Laskowa;7248.0;8100.0;112;1097;gw;49.719548,20.402379 49.801834,20.595837;49.760691,20.499108
Wójt Gminy Lipinki;3;0.00;47.00;0;1;0;0;0;2;120505;2;Lipinki;6646.0;6802.0;102;1323;gw;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743
Wójt Gminy Słopnice;1;0.00;60.00;0;0;0;0;0;1;120711;2;Słopnice;5685.0;6698.0;118;1342;gw;49.632689,20.276290 49.719073,20.389193;49.675881,20.3327415
Wójt Gminy Uście Gorlickie;3;0.00;48.67;0;0;0;0;0;3;120510;2;Uście Gorlickie;28780.0;6843.0;24;1312;gw;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919
Wójt Gminy Mszana Dolna;5;0.00;51.00;0;0;0;0;0;5;120709;2;Mszana Dolna;17002.0;17574.0;103;412;gw;49.558641,19.990824 49.746504,20.242641;49.6525725,20.1167325
Wójt Gminy Ropa;3;0.00;45.33;0;1;0;0;0;2;120508;2;Ropa;4911.0;5440.0;111;1620;gw;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555
Wójt Gminy Łukowica;3;33.33;51.67;0;0;0;0;0;3;120708;2;Łukowica;6965.0;9995.0;144;863;gw;49.577682,20.375470 49.673340,20.550991;49.625511,20.4632305
Wójt Gminy Moszczenica;2;0.00;55.50;0;1;0;0;0;1;120507;2;Moszczenica;3762.0;4921.0;131;1749;gw;49.695073,20.999930 49.770248,21.140976;49.7326605,21.070453
Wójt Gminy Niedźwiedź;4;25.00;52.75;1;1;0;0;0;2;120710;2;Niedźwiedź;7422.0;7338.0;99;1224;gw;49.544215,20.036732 49.650952,20.180022;49.5975835,20.108377
Wójt Gminy Sękowa;2;50.00;48.50;1;0;0;0;0;1;120509;2;Sękowa;19480.0;4981.0;26;1737;gw;49.432644,21.136078 49.641603,21.421732;49.5371235,21.278905
Wójt Gminy Tymbark;2;50.00;41.00;0;0;0;0;0;2;120712;2;Tymbark;3270.0;6558.0;201;1368;gw;49.698655,20.249460 49.760503,20.370745;49.729579,20.3101025
Wójt Gminy Iwanowice;4;25.00;48.25;1;1;0;0;0;2;120603;2;Iwanowice;7109.0;9098.0;128;961;gw;50.173015,19.913954 50.283497,20.033874;50.228256,19.973914
Wójt Gminy Dębno;2;0.00;51.50;0;1;0;0;0;1;120204;2;Dębno;8160.0;14677.0;180;525;gw;49.881330,20.642411 50.007416,20.792977;49.944373,20.717694
Burmistrz Brzeska;4;0.00;48.00;0;1;0;0;0;3;120202;3;Brzesko;10266.0;36309.0;354;145;gmw;49.913312,20.523501 50.053662,20.723222;49.983487,20.6233615
Wójt Gminy Borzęcin;1;0.00;43.00;0;0;0;0;0;1;120201;2;Borzęcin;10270.0;8378.0;82;1053;gw;50.003802,20.625210 50.127880,20.798169;50.065841,20.7116895
Burmistrz Czchowa;3;0.00;49.67;0;1;0;0;0;2;120203;3;Czchów;6643.0;9826.0;148;881;gmw;49.788645,20.575777 49.897850,20.736200;49.8432475,20.6559885
Wójt Gminy Iwkowa;1;0.00;53.00;0;0;0;0;0;1;120206;2;Iwkowa;4722.0;6415.0;136;1402;gw;49.761874,20.517913 49.838298,20.634353;49.800086,20.576133
Wójt Gminy Gnojnik;3;33.33;39.33;0;1;0;0;0;2;120205;2;Gnojnik;5499.0;7965.0;145;1118;gw;49.852893,20.553970 49.929926,20.697983;49.8914095,20.6259765
Wójt Gminy Szczurowa;3;0.00;47.00;0;1;0;0;0;2;120207;2;Szczurowa;13492.0;9594.0;71;905;gw;50.041336,20.500396 50.200804,20.764272;50.12107,20.632334
Wójt Gminy Lipnica Murowana;1;0.00;39.00;0;0;0;0;0;1;120104;2;Lipnica Murowana;6030.0;5648.0;94;1561;gw;49.797457,20.458368 49.897848,20.580444;49.8476525,20.519406
Burmistrz Miasta Bochnia;4;0.00;49.50;0;1;0;0;0;3;120101;1;Bochnia;2987.0;29992.0;1004;191;gm;49.937845,20.385964 50.011731,20.472446;49.974788,20.429205
Wójt Gminy Drwinia;2;0.00;40.50;0;1;0;0;0;1;120103;2;Drwinia;10833.0;6505.0;60;1384;gw;50.000461,20.340132 50.143355,20.512171;50.071908,20.4261515
Burmistrz Nowego Wiśnicza;2;100.00;51.50;0;0;0;0;0;2;120106;3;Nowy Wiśnicz;8216.0;13880.0;169;568;gmw;49.840998,20.380460 49.952587,20.568772;49.8967925,20.474616
Wójt Gminy Łapanów;3;0.00;62.33;0;1;0;0;0;2;120105;2;Łapanów;7170.0;8049.0;112;1105;gw;49.805656,20.232490 49.918742,20.378059;49.862199,20.3052745
Wójt Gminy Kłaj;3;0.00;50.00;0;0;0;0;0;3;121903;2;Kłaj;6498.0;10674.0;164;802;gw;49.958850,20.209382 50.065132,20.387566;50.011991,20.298474
Burmistrz Miasta i Gminy Wieliczka;3;66.67;48.00;0;1;1;0;0;1;121905;3;Wieliczka;9967.0;58400.0;586;76;gmw;49.905967,19.962879 50.045644,20.156807;49.9758055,20.059843
Prezydent Miasta Krakowa;6;50.00;44.50;0;1;0;0;0;5;126101;1;Kraków (a);32685.0;767348.0;2348;2;mm;49.967709,19.792305 50.126079,20.217346;50.046894,20.0048255
Prezydent Miasta Nowego Sącza;7;28.57;53.71;0;1;1;1;0;4;126201;1;Nowy Sącz;5758.0;84041.0;1460;44;mm;49.554923,20.648407 49.665563,20.764873;49.610243,20.70664
Wójt Gminy Nowy Targ;2;0.00;49.00;0;0;0;0;0;2;121109;2;Nowy Targ;20768.0;23905.0;115;266;gw;49.404331,19.879218 49.560140,20.229888;49.4822355,20.054553
Wójt Gminy Łapsze Niżne;2;0.00;42.50;0;0;0;0;0;2;121108;2;Łapsze Niżne;12579.0;9340.0;74;927;gw;49.337728,20.111696 49.461003,20.337468;49.3993655,20.224582
Wójt Gminy Ochotnica Dolna;3;0.00;53.00;0;1;0;0;0;2;121110;2;Ochotnica Dolna;14120.0;8518.0;60;1036;gw;49.464163,20.145313 49.573189,20.470079;49.518676,20.307696
Burmistrz Miasta i Gminy Zakliczyn;1;0.00;37.00;0;1;0;0;0;0;121614;3;Zakliczyn;12206.0;12377.0;101;666;gmw;49.761402,20.698284 49.904239,20.882845;49.8328205,20.7905645
Burmistrz Rabki-Zdroju;3;33.33;48.67;0;0;0;0;0;3;121112;3;Rabka-Zdrój;6916.0;17227.0;249;423;gmw;49.539725,19.909422 49.661018,20.039495;49.6003715,19.9744585
Wójt Gminy Wietrzychowice;3;0.00;47.67;1;0;0;0;0;2;121612;2;Wietrzychowice;4840.0;4008.0;83;1976;gw;50.145704,20.679384 50.242753,20.810700;50.1942285,20.745042
Wójt Gminy Szaflary;2;0.00;42.00;0;0;0;0;0;2;121114;2;Szaflary;5427.0;11000.0;203;773;gw;49.374405,19.920194 49.460725,20.066236;49.417565,19.993215
Wójt Gminy Wierzchosławice;4;0.00;49.00;0;0;0;0;0;4;121611;2;Wierzchosławice;7515.0;10808.0;144;789;gw;49.966845,20.754966 50.077616,20.917006;50.0222305,20.835986
Burmistrz Wojnicza;3;0.00;56.67;0;0;0;0;0;3;121613;3;Wojnicz;7931.0;13472.0;170;591;gmw;49.875609,20.745933 50.020066,20.882963;49.9478375,20.814448
Wójt Gminy Bolesław;3;0.00;52.00;0;0;1;0;0;2;121203;2;Bolesław;4071.0;7747.0;190;1149;gw;50.270377,19.398424 50.331883,19.546561;50.30113,19.4724925
Wójt Gminy Szerzyny;2;0.00;36.00;0;1;0;0;0;1;121616;2;Szerzyny;8200.0;7957.0;97;1121;gw;49.776104,21.128486 49.854670,21.348954;49.815387,21.23872
Burmistrz Miasta Bukowno;3;33.33;51.33;0;1;0;0;0;2;121201;1;Bukowno;6459.0;10297.0;159;836;gm;50.224554,19.323460 50.297414,19.510849;50.260984,19.4171545
Burmistrz Żabna;4;75.00;50.75;1;1;0;0;0;2;121615;3;Żabno;10156.0;18992.0;187;370;gmw;50.049777,20.747776 50.223210,20.965227;50.1364935,20.8565015
Wójt Gminy Klucze;1;0.00;58.00;0;0;0;0;0;1;121204;2;Klucze;11950.0;15158.0;127;507;gw;50.310566,19.456476 50.420304,19.684597;50.365435,19.5705365
Wójt Gminy Bukowina Tatrzańska;2;0.00;46.00;0;1;0;0;0;1;121703;2;Bukowina Tatrzańska;13186.0;13290.0;101;607;gw;49.178711,20.006501 49.428411,20.190130;49.303561,20.0983155
Burmistrz Miasta i Gminy Wolbrom;3;0.00;51.67;0;1;0;0;0;2;121207;3;Wolbrom;14678.0;22974.0;157;280;gmw;50.330130,19.635027 50.449721,19.854232;50.3899255,19.7446295
Burmistrz Miasta Zakopane;4;0.00;49.50;0;1;1;0;0;2;121701;1;Zakopane;8426.0;27266.0;324;213;gm;49.218345,19.900473 49.333171,20.043152;49.275758,19.9718125
Wójt Gminy Trzyciąż;2;50.00;51.00;0;1;0;0;0;1;121206;2;Trzyciąż;9573.0;7054.0;74;1269;gw;50.249372,19.671738 50.345693,19.920947;50.2975325,19.7963425
Wójt Gminy Biały Dunajec;3;66.67;49.00;1;1;0;0;0;1;121702;2;Biały Dunajec;3523.0;7150.0;203;1258;gw;49.334934,19.940984 49.399640,20.075587;49.367287,20.0082855
Wójt Gminy Poronin;2;50.00;58.00;0;1;0;0;0;1;121705;2;Poronin;8362.0;11581.0;138;733;gw;49.227122,19.899179 49.363686,20.109946;49.295404,20.0045625
Prezydent Miasta Oświęcim;4;50.00;50.00;0;1;0;0;0;3;121301;1;Oświęcim;3000.0;38678.0;1289;134;gm;50.010227,19.177850 50.057204,19.334389;50.0337155,19.2561195
Wójt Gminy Kościelisko;3;0.00;41.33;0;1;0;0;0;2;121704;2;Kościelisko;13668.0;8747.0;64;1005;gw;49.192617,19.758410 49.354127,19.934124;49.273372,19.846267
Wójt Gminy Przeciszów;2;0.00;53.50;0;0;0;0;0;2;121308;2;Przeciszów;3546.0;6735.0;190;1337;gw;49.945006,19.335432 50.046426,19.405225;49.995716,19.3703285
Burmistrz Zatora;1;0.00;57.00;0;0;0;0;0;1;121309;3;Zator;5163.0;9301.0;180;932;gmw;49.936551,19.390022 50.040313,19.510290;49.988432,19.450156
Burmistrz Gminy i Miasta Proszowice;3;0.00;42.00;0;0;1;0;0;2;121405;3;Proszowice;10002.0;16324.0;163;455;gmw;50.154174,20.243139 50.257740,20.500085;50.205957,20.371612
Wójt Gminy Koniusza;5;20.00;50.20;0;1;0;0;0;4;121401;2;Koniusza;8852.0;9006.0;102;973;gw;50.111015,20.145559 50.245187,20.282687;50.178101,20.214123
Burmistrz Gminy i Miasta Nowe Brzesko;3;0.00;52.67;1;1;0;0;0;1;121403;3;Nowe Brzesko;5442.0;5750.0;106;1541;gmw;50.113584,20.318678 50.184208,20.487547;50.148896,20.4031125
Wójt Gminy Koszyce;2;0.00;64.00;0;0;0;0;0;2;121402;2;Koszyce;6606.0;5531.0;84;1597;gw;50.133888,20.474947 50.211653,20.681539;50.1727705,20.578243
Wójt Gminy Pałecznica;2;0.00;43.50;1;1;0;0;0;0;121404;2;Pałecznica;4788.0;3602.0;75;2085;gw;50.231420,20.253028 50.322199,20.362146;50.2768095,20.307587
Wójt Gminy Radziemice;3;0.00;40.67;1;0;0;0;1;1;121406;2;Radziemice;5797.0;3445.0;59;2110;gw;50.219322,20.126201 50.305051,20.281586;50.2621865,20.2038935
Wójt Gminy Raciechowice;3;33.33;63.33;0;1;0;0;0;2;120905;2;Raciechowice;6115.0;6321.0;103;1421;gw;49.800767,20.093197 49.878695,20.247548;49.839731,20.1703725
Burmistrz Miasta Sucha Beskidzka;2;0.00;59.00;0;0;0;0;0;2;121502;1;Sucha Beskidzka;2765.0;9295.0;336;934;gm;49.698150,19.533586 49.766939,19.621812;49.7325445,19.577699
Wójt Gminy Tokarnia;2;0.00;50.50;0;1;0;0;0;1;120908;2;Tokarnia;6863.0;8730.0;127;1007;gw;49.704135,19.772045 49.773730,19.960636;49.7389325,19.8663405
Burmistrz Miasta Jordanowa;2;50.00;56.00;0;0;0;0;0;2;121501;1;Jordanów;2103.0;5362.0;255;1638;gm;49.619216,19.797725 49.678506,19.876323;49.648861,19.837024
Burmistrz Gminy Sułkowice;2;0.00;48.50;0;0;0;0;0;2;120907;3;Sułkowice;6038.0;14826.0;246;520;gmw;49.786223,19.743050 49.907082,19.873183;49.8466525,19.8081165
Wójt Gminy Bystra-Sidzina;1;0.00;47.00;0;0;0;0;0;1;121504;2;Bystra-Sidzina;8052.0;6847.0;85;1311;gw;49.571751,19.619409 49.669875,19.811972;49.620813,19.7156905
Wójt Gminy Wiśniowa;3;33.33;42.67;1;1;0;0;0;1;120909;2;Wiśniowa;6710.0;7336.0;109;1225;gw;49.730584,20.030703 49.828783,20.153739;49.7796835,20.092221
Wójt Gminy Budzów;1;0.00;60.00;0;0;0;0;0;1;121503;2;Budzów;7356.0;8929.0;121;985;gw;49.738554,19.617498 49.831750,19.804224;49.785152,19.710861
Burmistrz Miasta Grybów;1;0.00;43.00;0;0;0;0;0;1;121001;1;Grybów;1695.0;6089.0;359;1470;gm;49.594096,20.905474 49.635748,21.009086;49.614922,20.95728
Wójt Gminy Zawoja;4;25.00;45.25;0;1;0;0;0;3;121508;2;Zawoja;12878.0;9106.0;71;959;gw;49.572154,19.467784 49.698733,19.676014;49.6354435,19.571899
Wójt Gminy Łabowa;3;33.33;54.00;0;0;0;0;0;3;121008;2;Łabowa;11915.0;6005.0;50;1489;gw;49.435769,20.762664 49.549433,20.966216;49.492601,20.86444
Wójt Gminy Korzenna;2;0.00;43.50;0;1;0;0;0;1;121006;2;Korzenna;10695.0;14397.0;135;544;gw;49.629493,20.725439 49.766049,20.949751;49.697771,20.837595
Wójt Gminy Grybów;4;0.00;51.75;0;0;0;0;0;4;121004;2;Grybów;15315.0;25179.0;164;244;gw;49.522391,20.809325 49.688807,21.058469;49.605599,20.933897
Wójt Gminy Gródek nad Dunajcem;2;0.00;62.50;0;0;0;0;0;2;121003;2;Gródek nad Dunajcem;8819.0;9235.0;105;938;gw;49.694137,20.645966 49.806853,20.828395;49.750495,20.7371805
Wójt Gminy Kamionka Wielka;3;0.00;52.67;0;1;0;0;0;2;121005;2;Kamionka Wielka;6498.0;10329.0;159;831;gw;49.539289,20.743398 49.622821,20.919163;49.581055,20.8312805
Burmistrz Krynicy-Zdroju;3;0.00;48.33;0;0;0;0;0;3;121007;3;Krynica-Zdrój;14513.0;16780.0;116;443;gmw;49.358478,20.875102 49.532229,21.104104;49.4453535,20.989603
Wójt Gminy Łososina Dolna;4;0.00;49.25;0;1;0;0;0;3;121010;2;Łososina Dolna;8476.0;10944.0;129;780;gw;49.679333,20.525872 49.796343,20.721242;49.737838,20.623557
Wójt Gminy Łącko;2;0.00;46.50;0;0;0;0;0;2;121009;2;Łącko;13295.0;16460.0;124;447;gw;49.464765,20.356067 49.621067,20.567958;49.542916,20.4620125
Wójt Gminy Czernichów;3;33.33;50.33;0;1;0;0;0;2;120601;2;Czernichów;8422.0;14535.0;173;536;gw;49.974814,19.558274 50.065531,19.762648;50.0201725,19.660461
Wójt Gminy Igołomia-Wawrzeńczyce;3;0.00;51.33;0;1;0;0;0;2;120602;2;Igołomia-Wawrzeńczyce;6279.0;7702.0;123;1161;gw;50.053435,20.184929 50.160414,20.353766;50.1069245,20.2693475
Wójt Gminy Kocmyrzów-Luborzyca;2;0.00;51.00;0;0;0;0;0;2;120605;2;Kocmyrzów-Luborzyca;8076.0;15260.0;189;502;gw;50.106468,20.026910 50.206408,20.204161;50.156438,20.1155355
Wójt Gminy Jerzmanowice-Przeginia;2;0.00;48.50;0;1;0;0;0;1;120604;2;Jerzmanowice-Przeginia;6814.0;10917.0;160;783;gw;50.161124,19.644391 50.261987,19.809154;50.2115555,19.7267725
Wójt Gminy Mogilany;3;33.33;47.00;0;0;0;0;0;3;120609;2;Mogilany;4363.0;13819.0;317;575;gw;49.898521,19.828911 49.981972,19.945143;49.9402465,19.887027
Wójt Gminy Liszki;4;0.00;47.25;1;0;0;0;0;3;120607;2;Liszki;7207.0;17110.0;237;430;gw;49.978788,19.661106 50.093425,19.828687;50.0361065,19.7448965
Burmistrz Gminy Krzeszowice;3;33.33;60.33;0;1;1;0;0;1;120606;3;Krzeszowice;13904.0;32296.0;232;169;gmw;50.061785,19.521191 50.201965,19.716365;50.131875,19.618778
Wójt Gminy Michałowice;2;0.00;55.50;0;1;0;0;0;1;120608;2;Michałowice;5113.0;10380.0;203;825;gw;50.107885,19.920656 50.197199,20.063093;50.152542,19.9918745
Wójt Gminy Zielonki;2;50.00;55.00;0;0;1;0;0;1;120617;2;Zielonki;4858.0;22222.0;457;295;gw;50.100184,19.856741 50.184387,20.031625;50.1422855,19.944183
Burmistrz Miasta i Gminy Skała;3;33.33;51.33;1;1;0;0;0;1;120610;3;Skała;7483.0;10520.0;141;820;gmw;50.172567,19.782406 50.280157,19.934985;50.226362,19.8586955
Burmistrz Miasta i Gminy Skawina;2;0.00;53.50;0;1;0;0;0;1;120611;3;Skawina;9984.0;43369.0;434;116;gmw;49.885189,19.652196 49.996982,19.868646;49.9410855,19.760421
Wójt Gminy Sułoszowa;1;0.00;53.00;1;0;0;0;0;0;120613;2;Sułoszowa;5338.0;5819.0;109;1532;gw;50.217414,19.673048 50.299703,19.834351;50.2585585,19.7536995
Wójt Gminy Trzciana;3;0.00;50.67;0;0;0;0;0;3;120108;2;Trzciana;4409.0;5529.0;125;1598;gw;49.777397,20.327758 49.882456,20.426795;49.8299265,20.3772765
Wójt Gminy Rzezawa;3;0.00;44.67;0;0;0;0;0;3;120107;2;Rzezawa;8635.0;11239.0;130;759;gw;49.953875,20.459257 50.081968,20.632079;50.0179215,20.545668
Wójt Gminy Żegocina;3;0.00;47.00;0;0;0;0;0;3;120109;2;Żegocina;3489.0;5510.0;158;1603;gw;49.780060,20.381359 49.848836,20.476981;49.814448,20.42917
Wójt Gminy Babice;2;0.00;43.50;1;0;0;0;0;1;120302;2;Babice;5404.0;9124.0;169;957;gw;50.023243,19.358530 50.104263,19.534410;50.063753,19.44647
Burmistrz Gminy Alwernia;4;50.00;46.25;0;1;0;0;0;3;120301;3;Alwernia;7417.0;12641.0;170;651;gmw;50.012053,19.461849 50.118435,19.628917;50.065244,19.545383
Burmistrz Miasta Chrzanowa;4;25.00;42.25;0;1;1;0;0;2;120303;3;Chrzanów;7944.0;47365.0;596;101;gmw;50.078752,19.270483 50.199915,19.499409;50.1393335,19.384946
Burmistrz Libiąża;3;0.00;49.67;0;1;0;0;0;2;120304;3;Libiąż;5707.0;22490.0;394;289;gmw;50.042621,19.259178 50.132761,19.377492;50.087691,19.318335
Burmistrz Miasta Trzebini;3;0.00;44.00;0;1;0;0;0;2;120305;3;Trzebinia;10540.0;34105.0;324;158;gmw;50.103467,19.387432 50.229052,19.588696;50.1662595,19.488064
Wójt Gminy Mędrzechów;1;0.00;45.00;1;0;0;0;0;0;120404;2;Mędrzechów;4440.0;3483.0;78;2103;gw;50.243076,20.906981 50.316039,21.029492;50.2795575,20.9682365
Wójt Gminy Bolesław;1;0.00;58.00;1;0;0;0;0;0;120401;2;Bolesław;3570.0;2709.0;76;2221;gw;50.236529,20.827972 50.306684,20.931929;50.2716065,20.8799505
Burmistrz Dąbrowy Tarnowskiej;3;0.00;55.67;0;1;0;0;0;2;120402;3;Dąbrowa Tarnowska;11646.0;21231.0;182;317;gmw;50.106702,20.931422 50.250993,21.110868;50.1788475,21.021145
Wójt Gminy Gręboszów;2;50.00;32.50;1;1;0;0;0;0;120403;2;Gręboszów;4851.0;3346.0;69;2131;gw;50.208398,20.727199 50.290356,20.847300;50.249377,20.7872495
Wójt Gminy w Grabowie nad Pilicą;3;0.00;42.00;0;0;0;0;0;3;140704;2;Grabów nad Pilicą;12472.0;3921.0;31;2003;gw;51.656996,21.117589 51.799293,21.346100;51.7281445,21.2318445
Burmistrz Gminy Kozienice;4;0.00;38.00;0;1;0;0;0;3;140705;3;Kozienice;24403.0;29787.0;122;193;gmw;51.503766,21.363079 51.705952,21.698599;51.604859,21.530839
Wójt Gminy Kampinos;4;25.00;44.50;0;0;0;0;0;4;143203;2;Kampinos;8460.0;4337.0;51;1899;gw;52.218711,20.312348 52.331086,20.523356;52.2748985,20.417852
Wójt Gminy Izabelin;3;66.67;45.67;0;1;0;0;0;2;143202;2;Izabelin;6501.0;10592.0;163;810;gw;52.279575,20.675793 52.350636,20.888667;52.3151055,20.78223
Wójt Gminy Leszno;3;0.00;53.00;0;0;0;0;0;3;143204;2;Leszno;12508.0;10091.0;81;850;gw;52.225754,20.469175 52.333720,20.732729;52.279737,20.600952
Burmistrz Łomianek;3;33.33;46.67;0;0;0;0;0;3;143205;3;Łomianki;3883.0;26229.0;675;223;gmw;52.313302,20.801813 52.379323,20.925832;52.3463125,20.8638225
Wójt Gminy Stare Babice;4;0.00;45.75;0;1;0;0;0;3;143207;2;Stare Babice;6342.0;18627.0;294;379;gw;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135
Burmistrz Ożarowa Mazowieckiego;2;0.00;44.50;0;1;0;0;0;1;143206;3;Ożarów Mazowiecki;7127.0;24060.0;338;261;gmw;52.182183,20.661913 52.247412,20.875278;52.2147975,20.7685955
Wójt Gminy Miedzna;3;33.33;57.33;0;1;0;0;0;2;143306;2;Miedzna;11601.0;3889.0;34;2009;gw;52.434331,21.970839 52.574447,22.182227;52.504389,22.076533
Wójt Gminy Grębków;2;0.00;44.00;0;1;0;0;0;1;143302;2;Grębków;13076.0;4471.0;34;1862;gw;52.209517,21.833903 52.347490,22.076785;52.2785035,21.955344
Burmistrz Miasta Węgrowa;5;40.00;52.60;0;1;0;0;0;4;143301;1;Węgrów;3551.0;12765.0;359;643;gm;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964
Wójt Gminy Korytnica;2;0.00;48.50;0;1;0;0;0;1;143303;2;Korytnica;18032.0;6291.0;35;1430;gw;52.346474,21.665407 52.493365,21.950053;52.4199195,21.80773
Burmistrz Łochowa;3;0.00;55.33;0;1;0;0;0;2;143305;3;Łochów;19622.0;17922.0;91;399;gmw;52.467777,21.564581 52.643247,21.855121;52.555512,21.709851
Wójt Gminy Stoczek;3;0.00;54.67;0;1;0;0;0;2;143308;2;Stoczek;14454.0;5008.0;35;1726;gw;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354
Wójt Gminy Sadowne;3;33.33;47.33;0;1;0;0;0;2;143307;2;Sadowne;14473.0;5896.0;41;1515;gw;52.582915,21.709690 52.702971,22.002684;52.642943,21.856187
Burmistrz Miasta i Gminy Skaryszew;3;0.00;49.33;1;1;0;0;0;1;142510;3;Skaryszew;17127.0;14634.0;85;530;gmw;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425
Wójt Gminy Zakrzew;5;20.00;48.80;1;1;0;0;1;2;142513;2;Zakrzew;9630.0;12875.0;134;634;gw;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095
Wójt Gminy Wolanów;3;66.67;42.00;1;1;0;0;0;1;142512;2;Wolanów;8290.0;8848.0;107;993;gw;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335
Wójt Gminy Domanice;3;66.67;50.33;0;0;0;0;0;3;142601;2;Domanice;4697.0;2626.0;56;2232;gw;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369
Wójt Gminy Przesmyki;2;0.00;52.50;0;1;0;0;0;1;142607;2;Przesmyki;11725.0;3228.0;28;2151;gw;52.209946,22.491392 52.332834,22.730048;52.27139,22.61072
Wójt Gminy Kotuń;2;0.00;47.00;0;1;0;0;0;1;142603;2;Kotuń;15047.0;8575.0;57;1029;gw;52.090642,21.900325 52.231762,22.163208;52.161202,22.0317665
Wójt Gminy Korczew;1;0.00;42.00;0;0;0;0;0;1;142602;2;Korczew;10495.0;2662.0;25;2226;gw;52.307930,22.509798 52.410534,22.740658;52.359232,22.625228
Wójt Gminy Mokobody;3;100.00;45.00;0;1;0;0;0;2;142604;2;Mokobody;11931.0;5040.0;42;1715;gw;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745
Burmistrz Miasta i Gminy Mordy;2;0.00;54.50;1;1;0;0;0;0;142605;3;Mordy;17002.0;5881.0;35;1519;gmw;52.120080,22.372891 52.272435,22.647386;52.1962575,22.5101385
Wójt Gminy Paprotnia;2;0.00;45.50;0;1;0;0;0;1;142606;2;Paprotnia;8143.0;2572.0;32;2237;gw;52.240640,22.350254 52.335213,22.544565;52.2879265,22.4474095
Wójt Gminy Wiśniew;3;33.33;48.67;1;1;0;0;0;1;142611;2;Wiśniew;12600.0;5754.0;46;1539;gw;51.996004,22.195054 52.125643,22.387559;52.0608235,22.2913065
Wójt Gminy Skórzec;2;0.00;39.00;1;1;0;0;0;0;142609;2;Skórzec;11904.0;7782.0;65;1144;gw;52.035929,21.978164 52.170541,22.210887;52.103235,22.0945255
Wójt Gminy Siedlce;4;0.00;54.50;0;1;0;0;0;3;142608;2;Siedlce;14135.0;18054.0;128;393;gw;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555
Wójt Gminy Suchożebry;5;20.00;50.40;0;0;0;0;0;5;142610;2;Suchożebry;10054.0;4687.0;47;1810;gw;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305
Wójt Gminy Zbuczyn;2;0.00;42.50;1;1;0;0;0;0;142613;2;Zbuczyn;21075.0;10087.0;48;851;gw;52.014160,22.339013 52.174265,22.669148;52.0942125,22.5040805
Burmistrz Miasta i Gminy Drobin;3;0.00;45.33;1;1;0;0;0;1;141905;3;Drobin;14350.0;8024.0;56;1108;gmw;52.651881,19.819190 52.781982,20.074135;52.7169315,19.9466625
Wójt Gminy Mała Wieś;3;33.33;44.33;1;0;0;0;0;2;141908;2;Mała Wieś;10878.0;6111.0;56;1466;gw;52.383102,19.969746 52.516992,20.204802;52.450047,20.087274
Wójt Gminy Łąck;3;66.67;45.00;0;1;0;0;0;2;141907;2;Łąck;9399.0;5423.0;58;1624;gw;52.401583,19.531956 52.507044,19.721151;52.4543135,19.6265535
Wójt Gminy Nowy Duninów;2;50.00;46.50;0;1;0;0;0;1;141909;2;Nowy Duninów;14623.0;3966.0;27;1989;gw;52.490384,19.319568 52.611446,19.667399;52.550915,19.4934835
Wójt Gminy Staroźreby;2;0.00;48.00;1;0;0;0;0;1;141914;2;Staroźreby;13766.0;7370.0;54;1222;gw;52.588574,19.891573 52.696781,20.166823;52.6426775,20.029198
